date,district,daily_cases,meantemp,humidity,wind_speed,meanpressure,population,latitude,longitude,bounding_box_km2,humidity_lag_7,meantemp_lag_7,transmission_risk_index
2018-08-08,East Delhi,27,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-09,East Delhi,17,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-10,East Delhi,16,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-11,East Delhi,27,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-12,East Delhi,19,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-13,East Delhi,15,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-14,East Delhi,10,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-15,East Delhi,15,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-16,East Delhi,20,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-17,East Delhi,18,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-18,East Delhi,17,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-19,East Delhi,23,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-20,East Delhi,8,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-21,East Delhi,16,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-22,East Delhi,25,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-23,East Delhi,10,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-24,East Delhi,7,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-25,East Delhi,9,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-26,East Delhi,17,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-27,East Delhi,25,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-28,East Delhi,26,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-29,East Delhi,15,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-30,East Delhi,24,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-08-31,East Delhi,23,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-01,East Delhi,29,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-02,East Delhi,27,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-03,East Delhi,28,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-04,East Delhi,28,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-05,East Delhi,23,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-06,East Delhi,18,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-07,East Delhi,18,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-08,East Delhi,14,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-09,East Delhi,11,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-10,East Delhi,11,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-11,East Delhi,17,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-12,East Delhi,17,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-13,East Delhi,15,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-14,East Delhi,25,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-15,East Delhi,15,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-16,East Delhi,27,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-17,East Delhi,13,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-18,East Delhi,17,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-19,East Delhi,11,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-20,East Delhi,16,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-21,East Delhi,19,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-22,East Delhi,23,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-23,East Delhi,15,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-24,East Delhi,21,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-25,East Delhi,12,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-26,East Delhi,20,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-27,East Delhi,14,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-28,East Delhi,18,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-29,East Delhi,17,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-09-30,East Delhi,20,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-01,East Delhi,17,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-02,East Delhi,14,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-03,East Delhi,15,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-04,East Delhi,20,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-05,East Delhi,17,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-06,East Delhi,30,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-07,East Delhi,12,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-08,East Delhi,13,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-09,East Delhi,15,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-10,East Delhi,15,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-11,East Delhi,29,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-12,East Delhi,22,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-13,East Delhi,24,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-14,East Delhi,18,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-15,East Delhi,11,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-16,East Delhi,25,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-17,East Delhi,19,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-18,East Delhi,13,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-19,East Delhi,23,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-20,East Delhi,23,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-21,East Delhi,20,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-22,East Delhi,18,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-23,East Delhi,17,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-24,East Delhi,16,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-25,East Delhi,18,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-26,East Delhi,25,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-27,East Delhi,16,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-28,East Delhi,15,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-29,East Delhi,17,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-30,East Delhi,17,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-10-31,East Delhi,12,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-01,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-02,East Delhi,3,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-03,East Delhi,5,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-04,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-05,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-06,East Delhi,4,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-07,East Delhi,6,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-08,East Delhi,10,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-09,East Delhi,5,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-10,East Delhi,5,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-11,East Delhi,3,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-12,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-13,East Delhi,6,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-14,East Delhi,6,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-15,East Delhi,4,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-16,East Delhi,3,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-17,East Delhi,8,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-18,East Delhi,9,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-19,East Delhi,6,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-20,East Delhi,10,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-21,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-22,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-23,East Delhi,4,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-24,East Delhi,11,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-25,East Delhi,5,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-26,East Delhi,4,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-27,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-28,East Delhi,9,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-29,East Delhi,4,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-11-30,East Delhi,5,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-01,East Delhi,9,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-02,East Delhi,5,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-03,East Delhi,4,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-04,East Delhi,7,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-05,East Delhi,4,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-06,East Delhi,3,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-07,East Delhi,8,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-08,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-09,East Delhi,7,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-10,East Delhi,11,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-11,East Delhi,3,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-12,East Delhi,6,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-13,East Delhi,4,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-14,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-15,East Delhi,3,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-16,East Delhi,5,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-17,East Delhi,6,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-18,East Delhi,7,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-19,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-20,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-21,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-22,East Delhi,5,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-23,East Delhi,6,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-24,East Delhi,4,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-25,East Delhi,9,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-26,East Delhi,4,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-27,East Delhi,5,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-28,East Delhi,6,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-29,East Delhi,4,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-30,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2018-12-31,East Delhi,4,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-01,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-02,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-05,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-07,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-08,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-10,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-11,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-13,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-15,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-17,East Delhi,4,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-18,East Delhi,4,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-19,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-21,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-22,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-24,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-25,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-26,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-27,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-28,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-30,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-01-31,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-02,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-05,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-06,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-07,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-10,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-11,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-13,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-14,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-15,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-16,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-17,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-19,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-21,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-22,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-24,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-25,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-26,East Delhi,4,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-27,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-02-28,East Delhi,3,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-03-02,East Delhi,3,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-03-04,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-03-06,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-03-07,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-03-08,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-03-09,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-03-10,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-03-11,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-03-13,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-03-20,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-03-22,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-03-23,East Delhi,3,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-03-28,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-01,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-03,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-10,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-12,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-14,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-15,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-16,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-19,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-20,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-21,East Delhi,3,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-22,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-23,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-24,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-25,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-27,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-28,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-04-29,East Delhi,3,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-01,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-02,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-04,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-06,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-07,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-10,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-11,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-12,East Delhi,3,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-13,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-15,East Delhi,4,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-16,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-17,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-18,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-19,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-20,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-22,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-23,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-25,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-26,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-28,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-29,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-05-30,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-06-01,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-06-03,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-06-04,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-06-05,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-06-07,East Delhi,2,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
2019-06-12,East Delhi,1,28.0,65.0,,,1708425,28.6228,77.2935,64.0,65.0,28.0,1110.47625
